 "SucursalID","Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"S099","Yogurt Selecta 224","020000084349","Limpieza","2026-12-07","Selecta","54.68","160"
"S103","Crema AguaPura 474","020000080074","Carnes","2026-10-29","AguaPura","14.71","240"
"S195","Atún Nutrimax 763","020000036623","Bebidas","2025-02-20","Nutrimax","154.87","343"
"S049","Frijoles refritos Gourmet GT 209","020000092656","Cereales","2026-12-07","Gourmet GT","78.87","458"
"S162","Brócoli DelCampo 243","020000014679","Conservas","2025-01-22","DelCampo","115.72","308"
"S062","Manzana Gourmet GT 164","020000080851","Aceites","2026-08-24","Gourmet GT","80.95","499"
"S116","Salami FrescoMar 447","020000017347","Higiene","2025-02-27","FrescoMar","66.07","113"
"S168","Queso NaturVida 569","020000098877","Carnes","2027-12-05","NaturVida","25.53","301"
"S060","Detergente AguaPura 137","020000028558","Verduras","2025-01-10","AguaPura","76.45","475"
"S159","Crema DelCampo 818","020000095037","Bebidas","01/01/2025","DelCampo","29.22","30"
"S079","Arroz AguaPura 567","020000090114","Bebidas","2025-04-11","AguaPura","131.21","59"
"S030","Manzana BuenSabor 918","020000090691","Conservas","2025-04-10","BuenSabor","129.1","223"
"S087","Carne molida Gourmet GT 432","020000025833","Aceites","2027-12-24","Gourmet GT","23.7","433"
"S055","Atún FrescoMar 707","020000032734","Higiene","2025-04-10","FrescoMar","21.08","77"
"S194","Jabón BioNatural 813","020000058487","Limpieza","2025-11-04","BioNatural","71.31","478"
"S149","Crema BioNatural 202","020000092863","Frutas","2027-01-11","BioNatural","124.87","13"
"S125","Refresco cola FrescoMar 107","020000033516","Condimentos","2025-06-02","FrescoMar","113.67","308"
"S073","Jabón Selecta 808","020000026632","Conservas","2025-09-21","Selecta","103.09","272"
"S116","Jabón DelCampo 278","020000090024","Cereales","2025-02-17","DelCampo","96.21","372"
"S128","Pechuga pollo AguaPura 742","020000049478","Higiene","2027-04-08","AguaPura","2.72","125"
"S050","Miel NaturVida 197","020000091123","Higiene","2027-12-12","NaturVida","82.19","242"
"S198","Pimienta DelCampo 383","020000016955","Conservas","2025-07-20","DelCampo","127.86","355"
"S122","Manzana BioNatural 263","020000097836","Condimentos","2025-02-28","BioNatural","10.54","191"
"S073","Tostadas Gourmet GT 357","020000053816","Frutas","2027-06-18","Gourmet GT","8.84","384"
"S014","Detergente NaturVida 280","020000030715","Congelados","2025-01-30","NaturVida","78.64","64"
"S019","Jugo naranja DelCampo 838","020000068303","Frutas","2026-09-30","DelCampo","68.21","387"
"S174","Jugo naranja Delicias 335","020000024435","Higiene","2026-03-13","Delicias","17.49","382"
"S106","Chuleta DelCampo 484","020000038922","Lacteos","2027-07-24","DelCampo","94.44","32"
"S112","Desodorante DelCampo 724","020000069636","Bebidas","2027-02-03","DelCampo","61.01","239"
"S185","Tostadas Delicias 376","020000036504","Higiene","2025-08-19","Delicias","7.07","296"
"S016","Pan blanco BioNatural 213","020000071018","Verduras","2027-04-07","BioNatural","29.05","180"
"S057","Jugo naranja Nutrimax 718","020000030550","Congelados","2025-11-15","Nutrimax","93.34","288"
"S059","Refresco cola Gourmet GT 977","020000078389","Verduras","2026-02-18","Gourmet GT","95.47","433"
"S119","Pan blanco FrescoMar 847","020000066113","Cereales","2026-04-21","FrescoMar","41.16","227"
"S149","Mayonesa BuenSabor 252","020000085196","Condimentos","2024-12-12","BuenSabor","68.01","27"
"S011","Manzana NaturVida 134","020000065797","Limpieza","2027-02-17","NaturVida","77.72","413"
"S179","Arroz AguaPura 563","020000074918","Conservas","2025-05-21","AguaPura","90.24","11"
"S178","Agua mineral Gourmet GT 323","020000027394","Higiene","2026-07-30","Gourmet GT","39.77","51"
"S005","Manzana Nutrimax 265","020000070199","Carnes","2025-01-20","Nutrimax","156.27","242"
"S198","Desodorante Gourmet GT 289","020000058551","Aceites","2027-07-10","Gourmet GT","113.22","5"
"S161","Refresco cola Gourmet GT 807","020000053634","Limpieza","2025-02-06","Gourmet GT","48.86","390"
"S070","Yogurt BuenSabor 655","020000085396","Congelados","2026-01-30","BuenSabor","126.46","46"
"S159","Jugo naranja Delicias 853","020000017184","Limpieza","2026-12-17","Delicias","142.3","61"
"S099","Galletas Selecta 733","020000015357","Higiene","2026-12-22","Selecta","29.69","291"
"S181","Refresco cola NaturVida 826","020000036832","Bebidas","2026-10-18","NaturVida","39.7","63"
"S167","Manzana BuenSabor 992","020000037498","Congelados","2026-03-08","BuenSabor","52.63","464"
"S069","Aceite oliva Gourmet GT 383","020000017138","Lacteos","2027-01-04","Gourmet GT","56.55","253"
"S129","Aceite oliva AguaPura 581","020000079717","Aceites","2027-11-28","AguaPura","144.11","236"
"S159","Galletas AguaPura 292","020000070014","Lacteos","2025-05-15","AguaPura","63.73","96"
"S074","Refresco cola AguaPura 268","020000046168","Lacteos","2025-10-01","AguaPura","80.42","452"
"S053","Aceite oliva FrescoMar 400","020000064596","Aceites","2027-12-15","FrescoMar","149.21","247"
"S089","Jabón Selecta 855","020000094500","Embutidos","2026-07-22","Selecta","31.87","16"
"S060","Arroz NaturVida 760","020000054024","Snacks","2026-11-04","NaturVida","105.61","407"
"S084","Manzana BuenSabor 781","020000079489","Carnes","2027-12-30","BuenSabor","72.35","160"
"S146","Desodorante Nutrimax 275","020000044079","Conservas","2027-08-20","Nutrimax","60.76","152"
"S198","Chuleta FrescoMar 251","020000056284","Panaderia","2027-06-23","FrescoMar","153.08","321"
"S042","Yogurt NaturVida 392","020000033891","Bebidas","2025-10-12","NaturVida","27.48","64"
"S011","Pasta dental BuenSabor 229","020000067788","Panaderia","2026-12-29","BuenSabor","31.15","292"
"S182","Crema Delicias 452","020000029391","Higiene","2027-06-08","Delicias","87.3","88"
"S137","Frijoles refritos AguaPura 125","020000063026","Condimentos","2027-09-20","AguaPura","123.43","490"
"S118","Detergente Delicias 259","020000010562","Cereales","2027-12-25","Delicias","156.14","174"
"S166","Yogurt Nutrimax 585","020000047988","Congelados","2025-09-29","Nutrimax","128.33","378"
"S114","Pasta dental AguaPura 849","020000072781","Condimentos","2025-02-22","AguaPura","24.03","287"
"S030","Frijoles refritos FrescoMar 511","020000090939","Carnes","2026-02-26","FrescoMar","72.46","52"
"S084","Crema BuenSabor 756","020000035578","Frutas","2027-11-15","BuenSabor","37.1","484"
"S197","Pan blanco DelCampo 123","020000020956","Limpieza","2027-06-02","DelCampo","108.98","495"
"S023","Aceite oliva Gourmet GT 299","020000074286","Higiene","2027-10-15","Gourmet GT","151.06","470"
"S171","Galletas Gourmet GT 251","020000066051","Higiene","2027-01-31","Gourmet GT","60.91","150"
"S089","Galletas Nutrimax 556","020000083535","Lacteos","2026-02-16","Nutrimax","117.0","232"
"S190","Jabón Selecta 395","020000031468","Congelados","2027-04-19","Selecta","117.12","217"
"S036","Arroz BuenSabor 712","020000021282","Bebidas","2026-01-31","BuenSabor","49.91","449"
"S135","Pasta dental AguaPura 704","020000059253","Lacteos","2024-12-15","AguaPura","66.69","473"
"S070","Jabón BioNatural 669","020000070570","Cereales","2025-09-08","BioNatural","33.48","431"
"S098","Frijoles refritos NaturVida 602","020000015535","Carnes","2026-08-12","NaturVida","133.86","160"
"S127","Cereal Selecta 329","020000013517","Congelados","2024-12-07","Selecta","26.34","158"
"S164","Arroz Selecta 227","020000095696","Aceites","2026-07-14","Selecta","67.91","256"
"S177","Pimienta DelCampo 129","020000025644","Congelados","2026-06-22","DelCampo","79.9","39"
"S154","Agua mineral Delicias 695","020000072978","Frutas","2027-05-14","Delicias","139.2","326"
"S176","Manzana AguaPura 482","020000077177","Cereales","2025-01-06","AguaPura","135.55","88"
"S149","Crema BioNatural 427","020000070429","Condimentos","2025-09-05","BioNatural","58.47","32"
"S070","Galletas Gourmet GT 751","020000056659","Embutidos","2026-07-18","Gourmet GT","48.08","332"
"S020","Aceite oliva DelCampo 884","020000092317","Bebidas","2025-06-13","DelCampo","96.6","90"
"S140","Pasta dental Delicias 946","020000099780","Congelados","2026-08-10","Delicias","44.89","362"
"S177","Galletas AguaPura 647","020000086027","Higiene","2025-09-22","AguaPura","4.04","270"
"S073","Galletas Selecta 521","020000054605","Condimentos","2025-10-31","Selecta","18.18","84"
"S129","Mayonesa DelCampo 914","020000083224","Frutas","2027-11-13","DelCampo","135.68","369"
"S142","Yogurt AguaPura 527","020000070357","Condimentos","2025-05-07","AguaPura","20.42","72"
"S005","Manzana Delicias 419","020000057522","Bebidas","2027-05-26","Delicias","142.58","310"
"S134","Atún Delicias 276","020000049935","Embutidos","2025-08-01","Delicias","37.13","443"
"S178","Desodorante DelCampo 414","020000026429","Conservas","2025-08-25","DelCampo","157.02","222"
"S177","Atún AguaPura 179","020000012464","Congelados","2027-08-20","AguaPura","121.66","26"
"S051","Miel FrescoMar 912","020000096479","Limpieza","2025-04-02","FrescoMar","76.12","470"
"S065","Crema AguaPura 408","020000097501","Embutidos","2025-06-17","AguaPura","125.61","476"
"S155","Tostadas BuenSabor 304","020000034219","Aceites","2026-11-21","BuenSabor","6.62","79"
"S192","Pan blanco BuenSabor 456","020000056163","Bebidas","2027-09-23","BuenSabor","125.37","318"
"S062","Aceite oliva BuenSabor 169","020000022989","Carnes","2024-12-30","BuenSabor","85.56","371"
"S050","Frijoles refritos BioNatural 872","020000080402","Embutidos","2025-06-22","BioNatural","148.03","476"
"S130","Chuleta Selecta 475","020000087251","Bebidas","2027-05-21","Selecta","108.42","59"
"S047","Arroz Delicias 488","020000065586","Conservas","2027-10-21","Delicias","37.95","62"
"S195","Pasta dental AguaPura 577","020000024459","Limpieza","2025-09-06","AguaPura","80.34","189"
"S181","Frijoles refritos NaturVida 839","020000015322","Lacteos","2026-10-04","NaturVida","80.01","202"
"S073","Brócoli BuenSabor 853","020000050895","Aceites","2027-05-30","BuenSabor","37.69","213"
"S075","Chuleta Gourmet GT 293","020000019123","Condimentos","2027-08-03","Gourmet GT","150.37","193"
"S046","Salami Selecta 788","020000023785","Snacks","2027-05-18","Selecta","84.58","351"
"S022","Miel BioNatural 504","020000062510","Cereales","2025-06-28","BioNatural","119.15","461"
"S044","Refresco cola Delicias 303","020000054385","Conservas","2027-03-09","Delicias","21.4","434"
"S109","Agua mineral Selecta 385","020000086273","Frutas","2026-06-14","Selecta","121.5","415"
"S165","Papas fritas Delicias 587","020000097382","Frutas","2027-03-10","Delicias","158.03","266"
"S072","Desodorante Selecta 210","020000026015","Panaderia","2027-08-31","Selecta","80.57","326"
"S035","Salami AguaPura 855","020000016927","Carnes","2025-04-20","AguaPura","80.71","18","extra_column"
"S046","Papas fritas BuenSabor 795","020000052854","Bebidas","2026-08-14","BuenSabor","100.27","54"
"S195","Refresco cola NaturVida 885","020000074512","Congelados","2027-07-14","NaturVida","33.91","343"
"S128","Manzana NaturVida 367","020000081098","Higiene","2027-12-14","NaturVida","88.37","492"
"S196","Crema Gourmet GT 221","020000060283","Verduras","2026-09-07","Gourmet GT","136.75","231"
"S118","Crema FrescoMar 281","020000082963","Aceites","2026-08-14","FrescoMar","141.78","89"
"S126","Jabón BioNatural 419","020000060997","Verduras","2025-07-14","BioNatural","91.88","256"
"S169","Cereal NaturVida 685","020000071580","Verduras","2025-10-18","NaturVida","82.06","205"
"S068","Manzana BuenSabor 486","020000090863","Aceites","2026-11-24","BuenSabor","123.1","150"
"S083","Crema FrescoMar 704","020000015913","Bebidas","2026-12-22","FrescoMar","57.12","384"
"S150","Salami Delicias 489","020000022759","Snacks","2026-11-08","Delicias","158.73","215"
"S090","Crema DelCampo 353","020000040752","Aceites","2026-09-02","DelCampo","95.62","471"
"S177","Refresco cola Nutrimax 217","020000054249","Bebidas","2025-01-11","Nutrimax","87.07","24"
"S118","Queso Gourmet GT 681","020000077470","Condimentos","2027-04-13","Gourmet GT","44.13","361"
"S121","Helado vainilla FrescoMar 424","020000059510","Frutas","2027-02-09","FrescoMar","52.94","55"
"S126","Miel DelCampo 444","020000075107","Limpieza","2026-10-28","DelCampo","28.33","158"
"S094","Jabón DelCampo 608","020000093288","Carnes","2025-05-05","DelCampo","134.78","279"
"S055","Frijoles refritos Nutrimax 148","020000048970","Frutas","2027-03-05","Nutrimax","129.13","324"
"S191","Refresco cola BuenSabor 197","020000087576","Higiene","2026-06-14","BuenSabor","12.63","415"
"S136","Manzana Gourmet GT 314","020000055523","Congelados","2025-05-08","Gourmet GT","104.94","159"
"S130","Carne molida Nutrimax 543","020000096960","Limpieza","2026-09-04","Nutrimax","33.61","210"
"S065","Pechuga pollo NaturVida 564","020000098022","Congelados","2027-12-28","NaturVida","30.53","14"
"S161","Yogurt NaturVida 983","020000034450","Frutas","2027-09-20","NaturVida","35.65","497"
"S191","Brócoli Nutrimax 753","020000079824","Congelados","2027-05-09","Nutrimax","149.67","377"
"S161","Crema NaturVida 305","020000057746","Verduras","2025-09-30","NaturVida","39.98","387"
"S176","Atún Nutrimax 964","020000067067","Snacks","2026-09-15","Nutrimax","137.91","471"
"S017","Pimienta DelCampo 966","020000064059","Panaderia","2026-07-12","DelCampo","104.07","136"
"S176","Pechuga pollo DelCampo 515","020000041258","Lacteos","2025-10-05","DelCampo","32.32","130"
"S080","Brócoli Selecta 673","020000067164","Snacks","2025-02-15","Selecta","33.91","144"
"S035","Salami Nutrimax 908","020000046408","Aceites","2025-11-27","Nutrimax","103.8","26"
"S185","Manzana FrescoMar 156","020000021000","Higiene","2026-08-04","FrescoMar","139.01","466"
"S105","Jugo naranja Delicias 787","020000096170","Condimentos","2025-06-04","Delicias","64.71","434"
"S186","Arroz BioNatural 341","020000024671","Frutas","2027-09-22","BioNatural","149.4","272"
"S171","Arroz BuenSabor 893","020000078846","Panaderia","2027-09-14","BuenSabor","141.76","126"
"S154","Miel Delicias 437","020000086588","Cereales","2027-02-08","Delicias","129.32","385"
"S061","Detergente Gourmet GT 323","020000028910","Lacteos","2025-11-25","Gourmet GT","35.83","145"
"S113","Jabón Nutrimax 983","020000087264","Embutidos","2027-09-02","Nutrimax","86.29","363"
"S029","Pasta dental NaturVida 533","020000072240","Aceites","2026-04-20","NaturVida","154.2","455"
"S038","Galletas Selecta 832","020000058200","Carnes","2026-08-25","Selecta","5.33","500"
"S156","Crema FrescoMar 807","020000098027","Conservas","2026-05-04","FrescoMar","89.33","163"
"S164","Yogurt Delicias 931","020000099816","Lacteos","2027-12-02","Delicias","138.98","444"
"S114","Papas fritas FrescoMar 502","020000043493","Panaderia","2025-06-04","FrescoMar","149.94","392"
"S061","Frijoles refritos DelCampo 980","020000031001","Condimentos","2027-05-19","DelCampo","101.75","455"
"S197","Pimienta Gourmet GT 908","020000014440","Panaderia","2025-05-15","Gourmet GT","132.07","486"
"S126","Manzana Gourmet GT 961","020000053610","Cereales","2027-04-16","Gourmet GT","140.53","424"
"S026","Arroz BioNatural 815","020000044205","Limpieza","2025-04-16","BioNatural","57.59","313"
"S187","Arroz NaturVida 855","020000052830","Verduras","2025-01-27","NaturVida","122.39","333"
"S165","Pan integral Selecta 910","020000094030","Bebidas","2024-12-08","Selecta","65.3","326"
"S079","Pasta dental BuenSabor 184","020000024526","Bebidas","2026-04-27","BuenSabor","83.59","398"
"S167","Atún BioNatural 967","020000087858","Aceites","2027-03-22","BioNatural","127.24","168"
"S116","Manzana BioNatural 366","020000032738","Aceites","2026-10-03","BioNatural","128.33","106"
"S022","Jabón Delicias 286","020000061576","Condimentos","2027-01-13","Delicias","151.27","457"
"S147","Mayonesa FrescoMar 123","020000083207","Aceites","2026-03-15","FrescoMar","145.28","241"
"S051","Pan blanco BioNatural 150","020000062564","Frutas","2027-04-29","BioNatural","96.86","81"
"S023","Galletas BioNatural 680","020000025381","Embutidos","2027-11-13","BioNatural","70.76","476"
"S117","Arroz Selecta 221","020000039423","Cereales","2026-01-22","Selecta","32.11","446"
"S069","Frijoles refritos Selecta 491","020000027065","Snacks","2026-01-29","Selecta","96.81","426"
"S073","Agua mineral DelCampo 528","020000033641","Snacks","2025-09-26","DelCampo","6.55","139"
"S061","Pechuga pollo Selecta 354","020000058449","Frutas","2027-06-28","Selecta","15.55","245"
"S035","Chuleta Delicias 809","020000062108","Aceites","2026-02-09","Delicias","114.71","367"
"S109","Agua mineral BuenSabor 362","020000019575","Lacteos","2025-04-01","BuenSabor","10.23","481"
"S061","Manzana Delicias 720","020000097921","Congelados","2025-03-05","Delicias","2.85","263"
"S159","Papas fritas Nutrimax 504","020000097983","Higiene","2025-08-29","Nutrimax","154.95","291"
"S011","Helado vainilla BioNatural 366","020000032264","Limpieza","2027-09-07","BioNatural","148.99","454"
"S120","Desodorante AguaPura 424","020000079523","Snacks","2025-09-18","AguaPura","43.14","165"
"S012","Desodorante Selecta 992","020000046831","Cereales","2026-12-10","Selecta","148.35","149"
"S068","Pechuga pollo Nutrimax 629","020000051026","Snacks","2025-11-04","Nutrimax","51.86","256"
"S196","Desodorante NaturVida 973","020000096169","Aceites","2027-05-22","NaturVida","10.41","81"
"S014","Mayonesa BioNatural 136","020000071636","Panaderia","2025-11-01","BioNatural","113.54","228"
"S030","Jugo naranja Selecta 141","020000067870","Higiene","2027-08-22","Selecta","74.33","62"
"S185","Chuleta BioNatural 226","020000055823","Lacteos","2026-01-23","BioNatural","139.17","97"
"S044","Agua mineral NaturVida 942","020000045755","Frutas","2026-02-09","NaturVida","94.2","7"
"S135","Atún BuenSabor 284","020000064580","Condimentos","2025-05-08","BuenSabor","40.89","260"
"S174","Miel Delicias 126","020000047261","Aceites","2025-08-08","Delicias","64.28","307"
"S028","Arroz Delicias 257","020000013784","Lacteos","2027-07-02","Delicias","133.25","342"
"S123","Brócoli Nutrimax 708","020000096246","Embutidos","2026-10-07","Nutrimax","155.22","340"
"S160","Brócoli Delicias 849","020000084600","Bebidas","2026-02-07","Delicias","138.4","415"
"S165","Frijoles refritos Delicias 917","020000017279","Cereales","2025-04-25","Delicias","88.45","313"
"S098","Refresco cola Gourmet GT 361","020000033332","Conservas","2027-02-26","Gourmet GT","16.09","441"
"S054","Pan integral Gourmet GT 898","020000062742","Panaderia","2025-10-13","Gourmet GT","21.06","256"
"S111","Agua mineral Nutrimax 801","020000089103","Bebidas","2026-12-07","Nutrimax","107.15","431"
"S095","Aceite oliva DelCampo 601","020000068385","Condimentos","2027-02-04","DelCampo","77.28","293"
"S154","Jabón AguaPura 874","020000065382","Congelados","2026-12-26","AguaPura","98.99","227"
"S162","Jabón AguaPura 141","020000077284","Higiene","2027-07-09","AguaPura","108.88","336"
"S176","Yogurt BioNatural 607","020000079111","Aceites","2027-11-11","BioNatural","15.27","244"
"S112","Refresco cola Selecta 407","020000029478","Bebidas","2026-08-09","Selecta","134.96","272"
"S110","Frijoles refritos BuenSabor 148","020000082219","Lacteos","2025-03-04","BuenSabor","83.12","266"
"S109","Jabón AguaPura 575","020000096619","Cereales","2026-05-04","AguaPura","58.16","304"
"S021","Atún NaturVida 116","020000024933","Cereales","2027-07-07","NaturVida","30.37","98"
"S101","Crema AguaPura 526","020000049013","Higiene","2027-06-21","AguaPura","121.66","235"
"S160","Carne molida Nutrimax 449","020000034535","Conservas","2025-12-16","Nutrimax","14.36","314"
"S067","Chuleta AguaPura 544","020000080041","Embutidos","2024-12-13","AguaPura","64.4","11"
"S044","Pimienta Selecta 571","020000063096","Carnes","2027-08-25","Selecta","49.84","421"
"S158","Galletas Gourmet GT 923","020000049669","Lacteos","2025-08-15","Gourmet GT","23.35","102"
"S029","Arroz FrescoMar 812","020000034670","Carnes","2025-01-25","FrescoMar","35.06","337"
"S038","Pimienta DelCampo 546","020000092058","Carnes","2027-12-10","DelCampo","32.16","159"
"S198","Brócoli BioNatural 585","020000065296","Embutidos","2025-07-28","BioNatural","28.24","83"
"S190","Yogurt Selecta 596","020000071799","Embutidos","2027-06-10","Selecta","94.47","108"
"S076","Helado vainilla Gourmet GT 152","020000053758","Embutidos","2025-06-30","Gourmet GT","101.6","370"
"S111","Jabón Selecta 854","020000085846","Frutas","2026-07-20","Selecta","7.85","209"
"","Aceite oliva BuenSabor 842","020000090149","Condimentos","2027-08-28","BuenSabor","38.64","36"
"S136","Salami Gourmet GT 690","020000051399","Limpieza","2025-04-11","Gourmet GT","44.32","336"
"S107","Jugo naranja Selecta 219","020000074852","Frutas","2026-11-12","Selecta","72.84","228"
"S006","Pan integral Nutrimax 843","020000035192","Verduras","2026-11-06","Nutrimax","71.22","264"
"S057","Helado vainilla Delicias 716","020000096108","Verduras","2025-08-27","Delicias","141.54","375"
"S183","Papas fritas Gourmet GT 953","020000098225","Aceites","2026-12-09","Gourmet GT","127.76","414"
"S042","Pechuga pollo DelCampo 389","020000021297","Aceites","2027-08-17","DelCampo","22.4","107"
"S041","Pechuga pollo Selecta 203","020000064523","Verduras","2026-08-15","Selecta","39.09","290"
"S013","Salami Delicias 367","020000056798","Aceites","2025-10-22","Delicias","29.6","445"
"S129","Crema AguaPura 445","020000066442","Lacteos","2026-03-11","AguaPura","21.07","119"
"S125","Pan blanco Delicias 903","020000056562","Congelados","2025-03-07","Delicias","123.67","290"
"S069","Jugo naranja BioNatural 973","020000077552","Frutas","2025-07-03","BioNatural","113.61","479"
"S113","Carne molida Selecta 961","020000024539","Lacteos","2025-06-28","Selecta","132.13","26"
"S130","Miel BioNatural 745","020000025474","Carnes","2026-01-26","BioNatural","145.94","85"
"S187","Frijoles refritos Selecta 880","020000076308","Verduras","2025-06-23","Selecta","26.38","191"
"S086","Arroz BioNatural 225","020000036462","Verduras","2027-04-02","BioNatural","123.54","8"
"S063","Arroz Selecta 449","020000047585","Limpieza","2025-11-17","Selecta","15.47","195"
"S184","Atún Gourmet GT 469","020000092502","Aceites","2026-04-18","Gourmet GT","25.95","390"
"S136","Jabón DelCampo 241","020000066206","Snacks","2027-03-20","DelCampo","143.89","492"
"S133","Carne molida Delicias 130","020000068009","Bebidas","2024-12-22","Delicias","115.38","269"
"S018","Refresco cola Delicias 422","020000062645","Congelados","2025-11-03","Delicias","70.58","206"
"S195","Crema BioNatural 688","020000017577","Aceites","2027-11-01","BioNatural","155.68","219"
"S103","Jugo naranja NaturVida 994","020000049888","Cereales","2026-09-05","NaturVida","145.66","9"
"S072","Jugo naranja NaturVida 725","020000029249","Cereales","2027-03-09","NaturVida","72.5","110"
"S140","Pechuga pollo BuenSabor 767","020000067952","Cereales","2026-11-09","BuenSabor","142.25","405"
"S167","Papas fritas DelCampo 408","020000021046","Embutidos","2027-12-07","DelCampo","54.85","376"
"S185","Agua mineral BioNatural 632","020000080882","Panaderia","2026-02-12","BioNatural","16.67","287"
"S080","Aceite oliva Delicias 875","020000093320","Bebidas","2025-01-18","Delicias","6.41","412"
"S139","Helado vainilla Nutrimax 347","020000049838","Cereales","2027-04-16","Nutrimax","157.94","61"
"S188","Crema Delicias 365","020000092180","Limpieza","2026-11-27","Delicias","21.56","392"
"S167","Miel Selecta 405","020000085030","Cereales","2024-12-12","Selecta","73.6","125"
"S191","Helado vainilla BuenSabor 831","020000092279","Aceites","2027-11-29","BuenSabor","135.43","124"
"S090","Frijoles refritos Nutrimax 782","020000085073","Aceites","2025-09-14","Nutrimax","114.87","271"
"S189","Mayonesa AguaPura 435","020000077692","Frutas","2025-12-31","AguaPura","132.01","189"
"S117","Miel BioNatural 828","020000065796","Carnes","2027-03-25","BioNatural","14.95","36"
"S109","Jugo naranja BioNatural 587","020000038152","Verduras","2025-05-10","BioNatural","60.35","274"
"S104","Helado vainilla NaturVida 631","020000061744","Carnes","2026-05-26","NaturVida","94.32","330"
"S109","Brócoli Selecta 849","020000064646","Carnes","2025-10-31","Selecta","24.81","70"
"S125","Yogurt Selecta 232","020000077264","Carnes","2027-11-20","Selecta","20.65","113"
"S117","Manzana FrescoMar 864","020000030557","Limpieza","2026-12-28","FrescoMar","147.63","65"
"S155","Chuleta Gourmet GT 212","020000025842","Higiene","2026-07-18","Gourmet GT","8.36","83"
"S031","Galletas Nutrimax 483","020000049748","Panaderia","2027-08-24","Nutrimax","6.42","78"
"S037","Carne molida BuenSabor 531","020000016376","Condimentos","2026-08-18","BuenSabor","142.47","115"
"S047","Arroz Selecta 102","020000026033","Limpieza","2026-11-16","Selecta","12.68","27"
"S107","Manzana BuenSabor 417","020000084155","Verduras","2026-10-24","BuenSabor","125.45","248"
"S185","Arroz BuenSabor 235","020000028156","Limpieza","2027-07-03","BuenSabor","122.35","346"
"S115","Desodorante Delicias 191","020000091889","Aceites","2027-03-20","Delicias","63.18","465"
"S102","Pasta dental NaturVida 146","020000097876","Condimentos","2027-05-28","NaturVida","118.27","335"
"S023","Chuleta BioNatural 824","020000013251","Frutas","2026-08-26","BioNatural","90.65","68"
"S165","Cereal AguaPura 297","020000091094","Limpieza","2025-03-20","AguaPura","153.25","272"
"S049","Atún Selecta 614","020000012446","Lacteos","2027-11-26","Selecta","30.4","14"
"S071","Carne molida DelCampo 351","020000085963","Verduras","2025-05-24","DelCampo","129.49","315"
"S083","Papas fritas BuenSabor 146","020000074418","Carnes","2025-01-18","BuenSabor","55.71","97"
"S107","Salami NaturVida 424","020000060070","Panaderia","2025-06-06","NaturVida","20.11","55"
"S139","Pan integral Nutrimax 247","020000033942","Panaderia","2025-06-03","Nutrimax","26.37","492"
"S105","Queso BioNatural 160","020000090540","Higiene","2025-12-08","BioNatural","6.29","34"
"S077","Papas fritas AguaPura 427","020000028672","Snacks","2026-09-26","AguaPura","42.75","487"
"S031","Crema DelCampo 345","020000088250","Frutas","2026-03-31","DelCampo","79.89","390"
"S130","Papas fritas AguaPura 375","020000017947","Higiene","2027-07-11","AguaPura","89.39","38"
"S124","Salami Gourmet GT 748","020000040636","Condimentos","2025-01-09","Gourmet GT","44.53","498"
"S151","Queso AguaPura 352","020000082706","Aceites","2025-08-16","AguaPura","50.13","213"
"S115","Refresco cola NaturVida 308","020000028660","Higiene","2027-12-13","NaturVida","157.68","405"
"S063","Cereal Gourmet GT 668","020000069210","Embutidos","2024-12-04","Gourmet GT","130.4","497"
"S159","Frijoles refritos BioNatural 100","020000017887","Condimentos","2027-08-16","BioNatural","45.18","133"
"S175","Papas fritas Delicias 962","020000092864","Conservas","2027-10-13","Delicias","46.45","87"
"S190","Cereal BuenSabor 171","020000049405","Lacteos","2027-02-19","BuenSabor","112.35","430"
"S036","Agua mineral NaturVida 386","020000066618","Conservas","2027-10-01","NaturVida","153.27","167"
"S175","Pasta dental Nutrimax 870","020000069338","Panaderia","2026-04-19","Nutrimax","106.64","169"
"S088","Tostadas Selecta 713","020000053051","Embutidos","2025-09-01","Selecta","104.14","6"
"S156","Manzana FrescoMar 109","020000098172","Bebidas","2027-03-28","FrescoMar","89.81","361"
"S181","Manzana Gourmet GT 651","020000020636","Congelados","2025-05-09","Gourmet GT","87.11","461"
"S172","Brócoli AguaPura 461","020000059332","Carnes","2026-12-05","AguaPura","63.11","434"
"S197","Carne molida FrescoMar 227","020000070646","Higiene","2026-01-01","FrescoMar","72.24","118"
"S191","Salami Nutrimax 796","020000056900","Conservas","2025-06-04","Nutrimax","130.97","325"
"S078","Carne molida DelCampo 339","020000074724","Higiene","2025-02-15","DelCampo","46.36","468"
"S181","Yogurt BuenSabor 314","020000010935","Conservas","2027-02-21","BuenSabor","19.53","147"
"S146","Aceite oliva Selecta 274","020000082323","Conservas","2025-11-26","Selecta","12.33","70"
"S191","Refresco cola BioNatural 365","020000084698","Carnes","2026-03-13","BioNatural","141.2","378"
"S071","Tostadas FrescoMar 809","020000098832","Limpieza","2026-05-03","FrescoMar","109.55","457"
"S117","Salami Gourmet GT 756","020000098224","Aceites","2025-03-18","Gourmet GT","136.91","170"
"S111","Chuleta Gourmet GT 380","020000025953","Aceites","2027-10-29","Gourmet GT","75.72","190"
"S133","Atún FrescoMar 838","020000039431","Embutidos","2026-06-24","FrescoMar","147.11","277"
