"SucursalID","Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"S04","Pizza familiar BioNatural 936","0200000244045","Congelados","2025-11-12","BioNatural","139.02","294"
"S06","Pepperoni BuenSabor 515","0200000450384","Embutidos","2025-12-01","BuenSabor","133.11","36"
"S01","Miel Nutrimax 621","0200000419332","Conservas","2025-02-28","Nutrimax","24.38","105"
"S02","Blanqueador DelCampo 859","0200000287753","Limpieza","2027-05-24","DelCampo","119.24","469"
"S05","Aceite vegetal AguaPura 837","0200000463543","Aceites","2026-07-12","AguaPura","79.25","248"
"S04","Mango NaturVida 605","0200000199558","Frutas","2025-03-01","NaturVida","104.55","395"
"S03","Pimienta DelCampo 442","0200000494158","Condimentos","2025-04-13","DelCampo","107.62","424"
"S01","Tostadas BioNatural 302","0200000099360","Panaderia","2026-06-01","BioNatural","113.65","387"
"S05","Pepperoni Gourmet GT 958","0200000454615","Embutidos","2026-07-14","Gourmet GT","33.46","316"
"S02","Brócoli FrescoMar 167","0200000160774","Verduras","2025-10-16","FrescoMar","110.8","311"
"S02","Carne molida Gourmet GT 547","0200000107958","Carnes","2026-03-05","Gourmet GT","104.17","80"
"S02","Aceite de oliva Delicias 942","0200000458312","Aceites","2027-06-12","Delicias","21.27","287"
"S06","Galletas NaturVida 990","0200000086413","Panaderia","2027-02-12","NaturVida","52.82","102"
"S05","Barras granola AguaPura 482","0200000370240","Snacks","2026-12-04","AguaPura","120.16","495"
"S04","Banano Selecta 617","0200000179819","Frutas","2027-10-11","Selecta","121.4","151"
"S04","Yogur natural AguaPura 908","0200000020397","Lacteos","2026-11-05","AguaPura","27.91","240"
"S03","Atún en lata Gourmet GT 884","0200000385552","Conservas","2026-05-08","Gourmet GT","32.77","341"
"S02","Desodorante BioNatural 855","0200000334619","Higiene","2026-02-06","BioNatural","80.61","357"
"S06","Papa Gourmet GT 114","0200000152596","Verduras","2027-04-29","Gourmet GT","21.51","84"
"S01","Mayonesa NaturVida 890","0200000520741","Condimentos","2027-01-28","NaturVida","101.78","336"
"S03","Tomate Nutrimax 602","0200000134712","Verduras","2028-05-17","Nutrimax","128.29","408"
"S05","Bistec Gourmet GT 145","0200000116123","Carnes","2026-10-13","Gourmet GT","79.63","469"
"S06","Frijol negro Gourmet GT 887","0200000239714","Cereales","2028-09-23","Gourmet GT","81.08","158"
"S02","Jugo de naranja Nutrimax 735","0200000041251","Bebidas","2025-05-25","Nutrimax","40.25","487"
"S03","Nuggets Nutrimax 750","0200000249001","Congelados","2026-08-10","Nutrimax","23.91","271"
"S03","Desodorante BioNatural 999","0200000333487","Higiene","2026-04-25","BioNatural","47.16","174"
"S03","Mantequilla NaturVida 683","0200000022452","Lacteos","2028-07-21","NaturVida","102.89","145"
"S04","Quinoa DelCampo 109","0200000227850","Cereales","2028-08-28","DelCampo","97.92","164"
"S04","Pan blanco NaturVida 670","0200000067922","Panaderia","2028-12-09","NaturVida","27.86","20"
"S04","Brócoli Delicias 984","0200000162172","Verduras","2028-12-02","Delicias","86.72","159"
"S02","Tocino FrescoMar 475","0200000446535","Embutidos","2025-07-10","FrescoMar","54.07","104"
"S04","Mermelada NaturVida 260","0200000405085","Conservas","2025-05-26","NaturVida","44.51","159"
"S02","Shampoo Delicias 204","0200000315033","Higiene","2026-08-19","Delicias","89.71","271"
"S02","Jamón cocido BuenSabor 739","0200000420346","Embutidos","2025-07-24","BuenSabor","9.25","130"
"S02","Salami NaturVida 886","0200000427493","Embutidos","2025-07-02","NaturVida","101.18","178"
"S04","Aceite vegetal Delicias 621","0200000459220","Aceites","2026-02-07","Delicias","41.63","425"
"S03","Galletas AguaPura 982","0200000085494","Panaderia","2026-05-18","AguaPura","49.83","118"
"S06","Mermelada Selecta 511","0200000407132","Conservas","2025-05-16","Selecta","117.77","177"
"S01","Cebolla Nutrimax 242","0200000143078","Verduras","2027-06-07","Nutrimax","29.74","485"
"S04","Frijol negro Delicias 385","0200000238220","Cereales","2027-09-30","Delicias","57.57","263"
"S06","Barras granola BuenSabor 131","0200000363815","Snacks","2026-08-16","BuenSabor","48.88","307"
"S01","Avena FrescoMar 899","0200000214745","Cereales","2028-07-20","FrescoMar","3.52","191"
"S06","Pepperoni Nutrimax 808","0200000452846","Embutidos","2028-05-05","Nutrimax","26.18","268"
"S01","Bolsas basura NaturVida 980","0200000306874","Limpieza","2026-01-19","NaturVida","107.75","328"
"S04","Mantequilla Gourmet GT 115","0200000022378","Lacteos","2027-10-09","Gourmet GT","19.44","412"
"S04","Zanahoria BuenSabor 156","0200000156169","Verduras","2026-01-11","BuenSabor","116.49","384"
"S02","Pan integral Delicias 682","0200000073869","Panaderia","2025-10-06","Delicias","57.72","436"
"S04","Detergente BuenSabor 534","0200000282420","Limpieza","2027-09-13","BuenSabor","39.47","97"
"S04","Granola FrescoMar 562","0200000222539","Cereales","2026-01-21","FrescoMar","22.04","298"
"S03","Detergente BioNatural 692","0200000280388","Limpieza","2027-08-24","BioNatural","56.95","294"
"S05","Tocino Selecta 855","0200000441586","Embutidos","2028-04-09","Selecta","93.52","484"
"S04","Jamón cocido BuenSabor 403","0200000424739","Embutidos","2027-05-30","BuenSabor","144.75","123"
"S02","Aceite vegetal Delicias 326","0200000460211","Aceites","2025-09-10","Delicias","103.3","49"
"S04","Quinoa DelCampo 588","0200000229902","Cereales","2026-01-06","DelCampo","126.04","413"
"S04","Jugo de mango FrescoMar 957","0200000062549","Bebidas","2027-10-05","FrescoMar","144.78","20"
"S03","Bistec Delicias 137","0200000116636","Carnes","2025-04-03","Delicias","128.3","382"
"S06","Pan integral AguaPura 426","0200000073231","Panaderia","2025-12-12","AguaPura","43.36","496"
"S06","Mermelada FrescoMar 699","0200000408635","Conservas","2026-08-23","FrescoMar","13.59","375"
"S05","Manzana DelCampo 827","0200000169807","Frutas","2028-11-11","DelCampo","128.01","156"
"S04","Salami BuenSabor 529","0200000431890","Embutidos","2028-10-01","BuenSabor","23.2","203"
"S06","Helado vainilla FrescoMar 911","0200000255171","Congelados","2026-12-27","FrescoMar","97.32","192"
"S03","Manzana Delicias 220","0200000167898","Frutas","2026-09-06","Delicias","68.59","317"
"S03","Mermelada BuenSabor 407","0200000411208","Conservas","2025-03-20","BuenSabor","23.89","427"
"S04","Pizza familiar AguaPura 309","0200000241428","Congelados","2027-05-19","AguaPura","91.0","174"
"S05","Té helado FrescoMar 431","0200000054585","Bebidas","2026-03-23","FrescoMar","6.21","433"
"S01","Detergente BuenSabor 192","0200000279304","Limpieza","2026-10-12","BuenSabor","111.98","32"
"S06","Pepperoni Delicias 519","0200000451523","Embutidos","2026-12-04","Delicias","54.15","445"
"S05","Chorizo Delicias 295","0200000441242","Embutidos","2027-08-28","Delicias","127.06","394"
"S04","Bolsas basura Selecta 254","0200000308499","Limpieza","2026-06-25","Selecta","128.19","489"
"S06","Pasta dental BioNatural 434","0200000326427","Higiene","2027-07-08","BioNatural","57.96","81"
"S04","Atún en lata AguaPura 679","0200000387093","Conservas","2026-07-14","AguaPura","30.38","152"
"S05","Zanahoria BuenSabor 781","0200000158015","Verduras","2025-02-14","BuenSabor","41.2","334"
"S03","Papel higiénico BuenSabor 712","0200000339970","Higiene","2026-08-03","BuenSabor","142.98","420"
"S02","Filete Nutrimax 623","0200000127077","Carnes","2028-04-22","Nutrimax","68.52","116"
"S03","Pan blanco Nutrimax 320","0200000070455","Panaderia","2026-04-04","Nutrimax","106.35","50"
"S03","Tocino AguaPura 137","0200000446593","Embutidos","2026-07-17","AguaPura","119.43","349"
"S02","Arroz blanco FrescoMar 813","0200000208661","Cereales","2027-03-01","FrescoMar","12.6","276"
"S05","Salsa de tomate AguaPura 203","0200000512898","Condimentos","2028-11-10","AguaPura","87.04","119"
"S06","Carne molida Nutrimax 700","0200000110274","Carnes","2028-05-22","Nutrimax","66.18","306"
"S02","Salsa de tomate BuenSabor 398","0200000514251","Condimentos","2027-08-28","BuenSabor","71.13","292"
"S02","Suavizante AguaPura 497","0200000292200","Limpieza","2025-07-04","AguaPura","80.61","387"
"S05","Avena DelCampo 169","0200000215399","Cereales","2027-08-21","DelCampo","145.04","470"
"S06","Brócoli Nutrimax 726","0200000161106","Verduras","2026-12-06","Nutrimax","145.03","334"
"S03","Frijol negro Nutrimax 353","0200000235620","Cereales","2027-12-07","Nutrimax","73.42","406"
"S03","Papas congeladas BioNatural 352","0200000264270","Congelados","2027-03-20","BioNatural","10.6","203"
"S05","Manzana DelCampo 702","0200000168176","Frutas","2028-08-08","DelCampo","103.84","148"
"S01","Galletas Delicias 173","0200000085379","Panaderia","2026-02-19","Delicias","118.88","353"
"S02","Pasta dental DelCampo 961","0200000327754","Higiene","2027-08-06","DelCampo","58.55","110"
"S03","Manteca Delicias 550","0200000483225","Aceites","2028-05-31","Delicias","65.74","147"
"S04","Papas congeladas NaturVida 323","0200000262289","Congelados","2025-09-07","NaturVida","63.02","24"
"S03","Papa DelCampo 863","0200000148976","Verduras","2027-07-31","DelCampo","13.81","402"
"S01","Granola BioNatural 297","0200000224891","Cereales","2025-08-22","BioNatural","42.11","285"
"S04","Manzana Gourmet GT 110","0200000168116","Frutas","2028-09-17","Gourmet GT","131.28","362"
"S04","Naranja Gourmet GT 687","0200000185672","Frutas","2025-09-01","Gourmet GT","95.17","254"
"S05","Aceite vegetal FrescoMar 234","0200000460789","Aceites","2025-04-23","FrescoMar","58.44","95"
"S06","Manzana BioNatural 198","0200000169984","Frutas","2028-03-25","BioNatural","41.22","429"
"S03","Chorizo BuenSabor 843","0200000434723","Embutidos","2025-08-14","BuenSabor","79.32","153"
"S06","Quinoa BioNatural 886","0200000227195","Cereales","2025-03-27","BioNatural","86.51","37"
"S02","Chocolates Selecta 787","0200000374894","Snacks","2027-05-29","Selecta","108.77","103"
"S01","Papas fritas DelCampo 660","0200000347528","Snacks","2028-07-04","DelCampo","130.03","446"
"S03","Esponja Delicias 657","0200000302615","Limpieza","2025-07-30","Delicias","3.38","317"
"S03","Chuleta DelCampo 843","0200000125054","Carnes","2025-04-21","DelCampo","13.99","341"
"S05","Caramelos Nutrimax 730","0200000383865","Snacks","2027-07-13","Nutrimax","73.41","281"
"S02","Comino FrescoMar 402","0200000502341","Condimentos","2028-06-25","FrescoMar","130.68","395"
"S03","Cebolla AguaPura 226","0200000145723","Verduras","2027-06-20","AguaPura","81.8","79"
"S05","Papas congeladas FrescoMar 218","0200000266838","Congelados","2025-02-06","FrescoMar","11.93","131"
"S03","Pimienta Gourmet GT 838","0200000499035","Condimentos","2025-08-07","Gourmet GT","86.31","451"
"S06","Bolsas basura BioNatural 208","0200000309394","Limpieza","2025-01-17","BioNatural","113.55","281"
"S02","Crema DelCampo 284","0200000035607","Lacteos","2026-06-06","DelCampo","95.32","36"
"S05","Manteca AguaPura 719","0200000482820","Aceites","2028-11-30","AguaPura","59.69","304"
"S03","Granola NaturVida 697","0200000221558","Cereales","2028-09-12","NaturVida","41.45","422"
"S01","Naranja AguaPura 902","0200000188831","Frutas","2026-10-11","AguaPura","119.4","212"
"S06","Suavizante Selecta 928","0200000291600","Limpieza","2025-06-04","Selecta","41.88","271"
"S02","Refresco cola Delicias 390","0200000051772","Bebidas","2027-11-12","Delicias","24.48","173"
"S05","Maní salado BuenSabor 312","0200000355847","Snacks","2025-06-27","BuenSabor","64.48","476"
"S05","Detergente Nutrimax 599","0200000280978","Limpieza","2026-10-03","Nutrimax","107.84","325"
"S02","Bistec NaturVida 363","0200000120881","Carnes","2026-02-11","NaturVida","43.68","245"
"S04","Arroz blanco NaturVida 508","0200000206687","Cereales","2028-11-09","NaturVida","46.33","41"
"S06","Zanahoria BuenSabor 507","0200000158579","Verduras","2025-06-18","BuenSabor","38.8","422"
"S02","Jabón de baño Selecta 286","0200000320289","Higiene","2026-04-05","Selecta","149.67","227"
"S01","Jamón cocido Gourmet GT 777","0200000424301","Embutidos","2025-01-17","Gourmet GT","50.96","79"
"S03","Suavizante Gourmet GT 813","0200000295228","Limpieza","2027-08-13","Gourmet GT","38.62","254"
"S01","Frijol negro BioNatural 507","0200000237776","Cereales","2027-09-27","BioNatural","62.79","394"
"S06","Salsa de tomate Delicias 655","0200000517336","Condimentos","2026-02-17","Delicias","108.4","128"
"S01","Cebolla NaturVida 710","0200000145043","Verduras","2025-01-01","NaturVida","138.54","26"
"S01","Leche entera Delicias 423","0200000003198","Lacteos","2028-02-17","Delicias","61.89","142"
"S03","Pimienta BuenSabor 262","0200000496023","Condimentos","2025-09-02","BuenSabor","107.29","213"
"S05","Nuggets Selecta 601","0200000249692","Congelados","2026-06-03","Selecta","16.46","335"
"S05","Margarina FrescoMar 150","0200000479709","Aceites","2025-11-03","FrescoMar","95.48","235"
"S02","Shampoo Gourmet GT 751","0200000314324","Higiene","2027-12-22","Gourmet GT","71.24","186"
"S04","Quinoa BuenSabor 568","0200000232251","Cereales","2028-11-18","BuenSabor","61.12","27"
"S02","Refresco cola AguaPura 495","0200000048898","Bebidas","2026-07-05","AguaPura","95.69","44"
"S01","Banano Gourmet GT 479","0200000176885","Frutas","2026-01-01","Gourmet GT","15.85","427"
"S02","Mango NaturVida 950","0200000200133","Frutas","2025-08-01","NaturVida","3.67","16"
"S02","Tostadas FrescoMar 989","0200000098390","Panaderia","2025-12-17","FrescoMar","135.65","40"
"S03","Cebolla FrescoMar 508","0200000143556","Verduras","2027-02-24","FrescoMar","29.82","247"
"S03","Croissant BuenSabor 163","0200000087116","Panaderia","2025-08-20","BuenSabor","39.14","225"
"S03","Jabón de baño AguaPura 260","0200000323146","Higiene","2026-05-12","AguaPura","32.06","496"
"S01","Avena FrescoMar 166","0200000214496","Cereales","2028-03-21","FrescoMar","146.3","413"
"S02","Salsa de tomate Gourmet GT 274","0200000510999","Condimentos","2028-09-01","Gourmet GT","16.01","340"
"S05","Pan blanco FrescoMar 912","0200000069910","Panaderia","2027-05-18","FrescoMar","103.93","174"
"S01","Frijoles refritos Selecta 453","0200000401660","Conservas","2026-11-28","Selecta","21.59","81"
"S05","Aceite de coco FrescoMar 312","0200000471600","Aceites","2026-06-08","FrescoMar","108.42","133"
"S03","Jabón de baño NaturVida 895","0200000324855","Higiene","2026-09-12","NaturVida","95.74","93"
"S02","Zanahoria NaturVida 805","0200000157915","Verduras","2026-06-08","NaturVida","44.43","350"
"S04","Naranja BioNatural 515","0200000184946","Frutas","2028-02-05","BioNatural","98.13","386"
"S02","Mantequilla FrescoMar 596","0200000024213","Lacteos","2028-09-07","FrescoMar","27.85","146"
"S06","Blanqueador NaturVida 275","0200000291170","Limpieza","2026-11-11","NaturVida","92.21","284"
"S02","Croissant Delicias 300","0200000091996","Panaderia","2025-06-06","Delicias","78.11","169"
"S03","Mantequilla DelCampo 957","0200000023977","Lacteos","2027-05-06","DelCampo","67.26","361"
"S03","Filete Selecta 935","0200000128349","Carnes","2025-09-09","Selecta","118.78","449"
"S02","Pasta dental AguaPura 478","0200000332049","Higiene","2026-08-27","AguaPura","6.47","28"
"S04","Tomate en lata Selecta 817","0200000397344","Conservas","2027-08-01","Selecta","95.94","482"
"S03","Manteca Selecta 618","0200000484489","Aceites","2026-02-23","Selecta","82.65","204"
"S05","Tostadas NaturVida 793","0200000096220","Panaderia","2028-05-30","NaturVida","93.51","352"
"S02","Jabón de baño AguaPura 857","0200000319093","Higiene","2025-08-14","AguaPura","8.56","120"
"S04","Pepperoni NaturVida 127","0200000453924","Embutidos","2027-12-19","NaturVida","114.14","205"
"S03","Filete FrescoMar 232","0200000128658","Carnes","2026-10-31","FrescoMar","88.23","41"
"S06","Yogur natural BioNatural 688","0200000019512","Lacteos","2025-07-25","BioNatural","46.04","392"
"S05","Té helado BioNatural 457","0200000055382","Bebidas","2025-03-30","BioNatural","34.69","71"
"S03","Frijol negro DelCampo 985","0200000236656","Cereales","2027-02-28","DelCampo","141.1","400"
"S03","Té helado DelCampo 666","0200000058614","Bebidas","2028-11-11","DelCampo","51.01","494"
"S04","Avena BuenSabor 423","0200000216321","Cereales","2026-02-17","BuenSabor","122.03","429"
"S04","Salami DelCampo 432","0200000430425","Embutidos","2025-09-02","DelCampo","137.81","236"
"S06","Salami FrescoMar 262","0200000429269","Embutidos","2026-08-16","FrescoMar","96.78","98"
"S06","Quinoa Gourmet GT 372","0200000229335","Cereales","2026-06-25","Gourmet GT","32.21","101"
"S06","Nuggets Nutrimax 500","0200000254374","Congelados","2026-03-22","Nutrimax","83.15","336"
"S01","Helado vainilla BuenSabor 821","0200000258823","Congelados","2028-03-12","BuenSabor","38.33","21"
"S03","Detergente BioNatural 317","0200000278690","Limpieza","2025-07-10","BioNatural","61.3","140"
"S06","Jugo de naranja Nutrimax 609","0200000042777","Bebidas","2027-02-09","Nutrimax","65.0","453"
"S05","Barras granola Delicias 661","0200000368425","Snacks","2027-08-22","Delicias","35.39","32"
"S02","Mermelada Nutrimax 962","0200000410413","Conservas","2027-10-27","Nutrimax","127.86","67"
"S04","Sal FrescoMar 785","0200000491221","Condimentos","2028-03-08","FrescoMar","125.61","450"
"S04","Mayonesa DelCampo 973","0200000522653","Condimentos","2027-05-21","DelCampo","146.73","50"
"S02","Agua purificada Delicias 726","0200000036757","Bebidas","2025-11-24","Delicias","15.92","262"
"S06","Esponja BioNatural 275","0200000299123","Limpieza","2026-06-22","BioNatural","51.59","453"
"S02","Pan integral NaturVida 297","0200000080169","Panaderia","2026-02-28","NaturVida","34.91","313"
"S06","Suavizante DelCampo 661","0200000298013","Limpieza","2025-12-05","DelCampo","50.49","219"
"S05","Zanahoria AguaPura 910","0200000156983","Verduras","2025-11-06","AguaPura","124.33","357"
"S04","Chocolates BioNatural 378","0200000371974","Snacks","2025-04-22","BioNatural","111.43","417"
"S04","Frijoles refritos Nutrimax 210","0200000398207","Conservas","2026-10-28","Nutrimax","57.73","97"
"S03","Mayonesa Nutrimax 101","0200000520528","Condimentos","2025-04-16","Nutrimax","10.27","241"
"S03","Chocolates FrescoMar 129","0200000375516","Snacks","2025-10-15","FrescoMar","89.6","240"
"S05","Pan integral BioNatural 407","0200000075346","Panaderia","2027-08-09","BioNatural","81.52","319"
"S02","Chorizo Selecta 228","0200000432891","Embutidos","2028-12-31","Selecta","23.49","254"
"S01","Aceite de oliva NaturVida 663","0200000456290","Aceites","2028-10-20","NaturVida","60.3","52"
"S05","Shampoo Selecta 570","0200000312772","Higiene","2025-07-24","Selecta","25.55","259"
"S05","Aceite vegetal AguaPura 611","0200000464028","Aceites","2028-11-18","AguaPura","35.3","340"
"S02","Aceite de oliva Selecta 947","0200000455189","Aceites","2027-08-06","Selecta","69.6","265"
"S05","Salsa de tomate Gourmet GT 196","0200000514681","Condimentos","2025-05-04","Gourmet GT","56.66","37"
"S02","Galletas BioNatural 947","0200000085298","Panaderia","2028-01-08","BioNatural","36.54","163"
"S03","Helado vainilla AguaPura 925","0200000257655","Congelados","2027-06-19","AguaPura","100.79","330"
"S02","Pechuga de pollo BioNatural 649","0200000103752","Carnes","2025-10-12","BioNatural","42.64","51"
"S02","Tomate en lata BioNatural 828","0200000391659","Conservas","2026-03-13","BioNatural","61.17","470"
"S01","Nuggets AguaPura 942","0200000250870","Congelados","2028-11-18","AguaPura","27.63","24"
"S01","Banano Delicias 342","0200000173735","Frutas","2026-12-13","Delicias","122.64","118"
"S06","Mantequilla AguaPura 292","0200000027917","Lacteos","2025-08-16","AguaPura","47.85","383"
"S05","Desodorante AguaPura 892","0200000334017","Higiene","2025-12-11","AguaPura","131.15","344"
"S01","Barras granola Selecta 117","0200000366118","Snacks","2027-04-04","Selecta","112.28","70"
"S05","Tomate BuenSabor 848","0200000135336","Verduras","2028-02-03","BuenSabor","74.31","332"
"S03","Yogur natural BuenSabor 780","0200000016031","Lacteos","2028-08-03","BuenSabor","101.0","409"
"S05","Margarina Delicias 778","0200000481104","Aceites","2026-01-16","Delicias","83.5","451"
"S03","Crema AguaPura 529","0200000034402","Lacteos","2026-04-12","AguaPura","78.06","466"
"S05","Tomate AguaPura 222","0200000139421","Verduras","2025-12-20","AguaPura","16.89","240"
"S05","Granola FrescoMar 627","0200000226325","Cereales","2027-05-06","FrescoMar","46.47","435"
"S02","Mayonesa Nutrimax 401","0200000518322","Condimentos","2025-03-28","Nutrimax","121.47","383"
"S01","Leche entera BioNatural 601","0200000001745","Lacteos","2028-06-09","BioNatural","31.92","374"
"S02","Crema Delicias 482","0200000030359","Lacteos","2025-04-04","Delicias","39.82","306"
"S02","Tocino AguaPura 925","0200000444855","Embutidos","2025-03-31","AguaPura","44.88","224"
"S01","Naranja DelCampo 670","0200000184883","Frutas","2028-05-20","DelCampo","67.96","59"
"S01","Papas congeladas Delicias 633","0200000267840","Congelados","2025-06-08","Delicias","69.73","380"
"S01","Pimienta Gourmet GT 520","0200000497460","Condimentos","2027-04-30","Gourmet GT","102.29","169"
"S06","Pan blanco AguaPura 837","0200000067611","Panaderia","2028-05-26","AguaPura","148.47","495"
"S04","Avena NaturVida 125","0200000220254","Cereales","2028-05-22","NaturVida","13.56","387"
"S02","Piña NaturVida 535","0200000189125","Frutas","2026-07-10","NaturVida","51.3","36"
"S04","Jabón de baño FrescoMar 779","0200000326095","Higiene","2028-09-07","FrescoMar","122.88","399"
"S05","Jugo de naranja Selecta 434","0200000043564","Bebidas","2025-08-27","Selecta","107.53","418"
"S03","Papel higiénico BioNatural 609","0200000343485","Higiene","2025-10-10","BioNatural","3.06","101"
"S02","Miel DelCampo 372","0200000417875","Conservas","2026-03-01","DelCampo","121.79","112"
"S04","Bistec NaturVida 872","0200000114540","Carnes","2027-04-08","NaturVida","31.69","289"
"S06","Nuggets Selecta 249","0200000250010","Congelados","2027-12-30","Selecta","68.12","15"
"S06","Pechuga de pollo FrescoMar 909","0200000106021","Carnes","2028-12-17","FrescoMar","26.29","129"
"S01","Detergente Nutrimax 239","0200000277521","Limpieza","2026-07-10","Nutrimax","48.67","381"
"S03","Caramelos DelCampo 503","0200000382591","Snacks","2028-04-21","DelCampo","101.43","301"
"S05","Mantequilla BioNatural 264","0200000027088","Lacteos","2026-12-03","BioNatural","52.66","32"
"S05","Lasagna DelCampo 819","0200000271558","Congelados","2025-12-07","DelCampo","25.92","345"
"S04","Salami DelCampo 877","0200000424963","Embutidos","2028-02-14","DelCampo","133.76","268"
"S04","Shampoo DelCampo 286","0200000313483","Higiene","2025-11-01","DelCampo","4.78","69"
"S04","Crema NaturVida 407","0200000030958","Lacteos","2025-01-24","NaturVida","142.42","72"
"S05","Jugo de naranja BuenSabor 165","0200000043844","Bebidas","2026-07-01","BuenSabor","139.72","117"
"S02","Piña NaturVida 401","0200000189448","Frutas","2028-04-28","NaturVida","28.68","258"
"S04","Leche entera FrescoMar 535","0200000005481","Lacteos","2026-09-27","FrescoMar","95.72","78"
"S05","Manteca NaturVida 707","0200000482586","Aceites","2027-06-26","NaturVida","12.32","488"
"S01","Té helado Selecta 797","0200000060543","Bebidas","2027-01-24","Selecta","17.04","7"
"S02","Jugo de mango Nutrimax 894","0200000063397","Bebidas","2025-05-13","Nutrimax","111.7","25"
"S01","Carne molida BioNatural 627","0200000111386","Carnes","2027-12-01","BioNatural","9.3","256"
"S03","Pechuga de pollo BuenSabor 453","0200000105995","Carnes","2028-10-19","BuenSabor","50.27","358"
"S02","Pasta dental BuenSabor 507","0200000331487","Higiene","2025-05-13","BuenSabor","13.23","199"
"S03","Nuggets NaturVida 622","0200000249722","Congelados","2025-08-07","NaturVida","71.49","496"
"S06","Mayonesa AguaPura 995","0200000519912","Condimentos","2025-07-29","AguaPura","60.74","233"
"S05","Refresco cola BuenSabor 728","0200000051904","Bebidas","2025-05-25","BuenSabor","54.87","269"
"S06","Manzana NaturVida 252","0200000166655","Frutas","2028-03-07","NaturVida","7.45","344"
"S03","Pimienta Gourmet GT 451","0200000501623","Condimentos","2026-06-15","Gourmet GT","84.7","237"
"S06","Yogur natural AguaPura 860","0200000016299","Lacteos","2026-04-19","AguaPura","113.52","366"
"S01","Comino Selecta 290","0200000503353","Condimentos","2028-10-01","Selecta","109.23","269"
"S05","Bistec AguaPura 905","0200000116047","Carnes","2025-02-27","AguaPura","102.2","85"
"S02","Frijoles refritos Nutrimax 361","0200000400339","Conservas","2026-12-20","Nutrimax","4.79","361"
"S04","Jamón cocido Selecta 344","0200000421638","Embutidos","2027-12-08","Selecta","67.46","334"
"S02","Tomate en lata AguaPura 420","0200000393668","Conservas","2025-10-17","AguaPura","118.43","219"
"S02","Nuggets FrescoMar 737","0200000252703","Congelados","2027-11-04","FrescoMar","108.04","489"
"S03","Yogur natural AguaPura 103","0200000016718","Lacteos","2026-02-19","AguaPura","19.07","277"
"S04","Galletas DelCampo 273","0200000086689","Panaderia","2028-10-04","DelCampo","132.0","301"
"S05","Tocino AguaPura 945","0200000444883","Embutidos","2025-05-17","AguaPura","28.57","73"
"S06","Margarina BuenSabor 198","0200000474889","Aceites","2028-07-26","BuenSabor","108.84","361"
"S02","Atún en lata FrescoMar 711","0200000389263","Conservas","2028-02-11","FrescoMar","54.79","43"
"S06","Queso fresco Selecta 208","0200000012264","Lacteos","2026-10-05","Selecta","131.45","374"
"S03","Shampoo DelCampo 258","0200000313178","Higiene","2026-10-28","DelCampo","86.41","225"
"S02","Suavizante BuenSabor 593","0200000292931","Limpieza","2025-01-03","BuenSabor","43.06","407"
"S01","Papas fritas DelCampo 843","0200000351477","Snacks","2028-10-20","DelCampo","95.66","287"
"S04","Blanqueador DelCampo 847","0200000283822","Limpieza","2025-01-22","DelCampo","5.48","485"
"S01","Piña BuenSabor 623","0200000192463","Frutas","2026-09-03","BuenSabor","91.65","185"
"S04","Cebolla Selecta 273","0200000144646","Verduras","2028-01-07","Selecta","120.29","232"
"S04","Desodorante DelCampo 763","0200000335520","Higiene","2026-11-09","DelCampo","102.65","318"
"S03","Avena Selecta 328","0200000213283","Cereales","2025-04-14","Selecta","124.61","464"
"S05","Agua purificada DelCampo 898","0200000041034","Bebidas","2025-12-27","DelCampo","13.42","19"
"S04","Pan integral Delicias 575","0200000074847","Panaderia","2027-11-29","Delicias","29.54","356"
"S04","Manzana DelCampo 651","0200000166464","Frutas","2027-08-20","DelCampo","141.47","191"
"S01","Aceite vegetal AguaPura 614","0200000459888","Aceites","2025-07-24","AguaPura","100.12","326"
"S01","Tocino AguaPura 925","0200000445347","Embutidos","2026-08-09","AguaPura","43.06","263"
"S03","Manteca BuenSabor 752","0200000485176","Aceites","2028-12-17","BuenSabor","88.12","51"
"S04","Lasagna Selecta 458","0200000271102","Congelados","2025-08-06","Selecta","76.18","37"
"S04","Helado vainilla Gourmet GT 931","0200000257132","Congelados","2026-12-31","Gourmet GT","126.47","10"
"S03","Cebolla Selecta 493","0200000141592","Verduras","2025-06-27","Selecta","42.28","277"
"S04","Mantequilla DelCampo 462","0200000026458","Lacteos","2026-04-20","DelCampo","130.95","372"
"S02","Papas congeladas FrescoMar 218","0200000265249","Congelados","2026-06-06","FrescoMar","22.66","193"
"S03","Queso fresco FrescoMar 978","0200000010133","Lacteos","2028-10-21","FrescoMar","123.8","100"
"S04","Mayonesa BuenSabor 826","0200000524609","Condimentos","2026-05-19","BuenSabor","81.77","296"
"S05","Granola Selecta 247","0200000220710","Cereales","2027-12-07","Selecta","5.42","330"
"S01","Tocino BuenSabor 348","0200000445728","Embutidos","2026-10-29","BuenSabor","66.5","111"
"S03","Pizza familiar NaturVida 491","0200000246385","Congelados","2028-04-10","NaturVida","85.09","231"
"S05","Croissant NaturVida 278","0200000089767","Panaderia","2026-07-12","NaturVida","7.12","106"
"S02","Shampoo NaturVida 539","0200000318203","Higiene","2026-07-27","NaturVida","136.27","109"
"S05","Manzana DelCampo 185","0200000171772","Frutas","2025-04-02","DelCampo","55.72","357"
